IP	amount	as	city	country	countryCode	isp	lat	lon	org	query	region	regionName	status	timezone	zip
93.118.253.198	196	AS6910 Digital Cable Systems S.A.	Bucharest	Romania	RO	Digital Cable Systems SA (RO)	44.4325	26.1039	Digital Cable Systems SA	93.118.253.198	B	Bucuresti	success	Europe/Bucharest	
68.206.159.145	194	AS11427 Time Warner Cable Internet LLC	El Paso	United States	US	Time Warner Cable (US)	31.96	-106.4021	Time Warner Cable	68.206.159.145	TX	Texas	success	America/Denver	79934
189.222.12.143	194	AS8151 Uninet S.A. de C.V.	Mexicali	Mexico	MX	Telefonos del Noroeste, S.A. de C.V. (MX)	32.6519	-115.4683	Telefonos del Noroeste, S.A. de C.V.	189.222.12.143	BCN	Estado de Baja California	success	America/Tijuana	21396
71.249.253.184	194	AS701 MCI Communications Services, Inc. d/b/a Verizon Business	New York	United States	US	Verizon Internet Services (US)	40.7625	-73.9503	Verizon Internet Services	71.249.253.184	NY	New York	success	America/New_York	10044
109.160.72.173	193	AS44967 Tasio LTD.	Simitli	Bulgaria	BG	Global Communication Net Plc (BG)	41.8833	23.1167	Global Communication Net Plc	109.160.72.173	01	Blagoevgrad	success	Europe/Sofia	2730
119.152.242.75	193	AS45595 Pakistan Telecom Company Limited	Karachi	Pakistan	PK	PTCL (PK)	24.9056	67.0822	PTCL	119.152.242.75	SD	Sindh	success	Asia/Karachi	12311
71.179.234.8	193	AS701 MCI Communications Services, Inc. d/b/a Verizon Business	Baltimore	United States	US	Verizon Fios Business (US)	39.343	-76.6858	Verizon Fios Business	71.179.234.8	MD	Maryland	success	America/New_York	21215
14.186.124.114	193	AS45899 VNPT Corp	Ho Chi Minh City	Vietnam	VN	VDC (VN)	10.8142	106.6438	Vietnam Posts and Telecommunications(VNPT)	14.186.124.114	SG	Ho Chi Minh City	success	Asia/Ho_Chi_Minh	
67.86.142.234	193	AS6128 Cablevision Systems Corp.	Elizabeth	United States	US	Optimum Online (US)	40.6728	-74.179	Optimum Online	67.86.142.234	NJ	New Jersey	success	America/New_York	07201
2.185.151.153	193	AS58224 Iran Telecommunication Company PJS	Hamadan	Iran	IR	Information Technology Company (ITC) (IR)	34.7992	48.5146	Hamedan Data comunication company	2.185.151.153	24	Ostan-e Hamadan	success	Asia/Tehran	
103.240.33.196	192	AS132923 Vihaan Telecommunication Pvt. Ltd.	Vadodara	India	IN	Vihaan Telecommunication Pvt. (IN)	22.3	73.2	Vihaan Telecommunication Pvt.	103.240.33.196	GJ	Gujarat	success	Asia/Kolkata	390025
84.194.172.164	192	AS6848 Telenet BVBA	Beringen	Belgium	BE	Telenet BVBA (BE)	51.05	5.2167	Telenet N.V.	84.194.172.164	VLG	Flanders	success	Europe/Brussels	3580
212.156.221.58	192	AS9121 Turk Telekom	Istanbul	Turkey	TR	Turk Telekom (TR)	41.0214	28.9684	Turk Telekom	212.156.221.58	34	Istanbul	success	Europe/Istanbul	
192.117.129.17	192	AS9116 012 Smile Communications LTD.	Petah Tikva	Israel	IL	012 Smile (IL)	32.0887	34.8568	012 Smile	192.117.129.17		Central District	success	Asia/Jerusalem	
181.143.209.178	192	AS13489 EPM Telecomunicaciones S.A. E.S.P.	Medellín	Colombia	CO	UNE (CO)	6.2518	-75.5636	UNE	181.143.209.178	ANT	Antioquia	success	America/Bogota	
81.30.182.3	191	AS24955 OJSC Ufanet	Ufa	Russia	RU	OJSC Ufanet (RU)	54.7852	56.0456	ZAO Delovaja set	81.30.182.3	BA	Bashkortostan	success	Asia/Yekaterinburg	450095
83.52.207.79	191	AS3352 Telefonica De Espana	Santander	Spain	ES	Telefonica de Espana (ES)	43.4647	-3.8044	Telefonica de Espana	83.52.207.79	CB	Cantabria	success	Europe/Madrid	39002
91.214.28.124	191	AS49327 TOV Telza	Zaporizhia	Ukraine	UA	TOV Telza (UA)	47.85	35.2833	TOV Telza	91.214.28.124	23	Zaporizhia	success	Europe/Zaporozhye	
47.51.70.211	191	AS20115 Charter Communications	Oxford	United States	US	Spectrum (US)	42.1168	-71.8648	Spectrum	47.51.70.211	MA	Massachusetts	success	America/New_York	01540
78.190.5.227	191	AS9121 Turk Telekom	Istanbul	Turkey	TR	Turk Telekom (TR)	41.026	29.1001	Turk Telekom	78.190.5.227	34	Istanbul	success	Europe/Istanbul	
96.93.64.174	191	AS7922 Comcast Cable Communications, LLC	Stafford	United States	US	Comcast Business (US)	29.6283	-95.5624	Comcast Business	96.93.64.174	TX	Texas	success	America/Chicago	77477
200.252.7.168	191	AS4230 CLARO S.A.	Brasília	Brazil	BR	Claro S.A. (BR)	-15.7833	-47.9167	Claro S.A.	200.252.7.168	DF	Federal District	success	America/Sao_Paulo	
221.210.129.2	190	AS4837 CNCGROUP China169 Backbone	Harbin	China	CN	China Unicom Heilongjiang (CN)	45.75	126.65	China Unicom Liaoning	221.210.129.2	23	Heilongjiang	success	Asia/Shanghai	
114.69.187.34	190	AS56089 OFFRATEL	Noumea	New Caledonia	NC	Offratel Ap (NC)	-22.2763	166.4572	Offratel Ap	114.69.187.34	S	South Province	success	Pacific/Noumea	
178.212.198.177	190	AS39065 Southern Telecommunication Company Ltd.	Odesa	Ukraine	UA	Southern Telecommunication Company Ltd. (UA)	46.4639	30.7386	Southern Telecommunication Company Ltd.	178.212.198.177	51	Odessa	success	Europe/Kiev	
91.200.138.234	190	AS39248 NETCOM LLC	Balashikha	Russia	RU	NETCOM LLC (RU)	55.8243	37.9725	NETCOM LLC	91.200.138.234	MOS	Moscow Oblast	success	Europe/Moscow	
79.119.86.26	190	AS8708 RCS & RDS	Voluntari	Romania	RO	RCS & RDS (RO)	44.4667	26.1333	RCS & RDS Residential	79.119.86.26	IF	Ilfov	success	Europe/Bucharest	077190
124.123.0.111	190	AS18209 Atria Convergence Technologies pvt ltd	Hyderabad	India	IN	Beam Telecom (IN)	17.3753	78.4744	Atria Convergence Technologies pvt	124.123.0.111	TG	Telangana	success	Asia/Kolkata	
128.68.165.114	190	AS8402 VimpelCom	Khimki	Russia	RU	Beeline Home (RU)	55.9017	37.4375	Beeline Home	128.68.165.114	MOS	Moscow Oblast	success	Europe/Moscow	141401
122.171.234.104	190	AS24560 Bharti Airtel Ltd., Telemedia Services	Bengaluru	India	IN	Airtel (IN)	12.9833	77.5833	Airtel	122.171.234.104	KA	Karnataka	success	Asia/Kolkata	
210.7.7.115	190	AS4638 Telecom Fiji Limited	Suva	Fiji	FJ	Telecom Fiji Limited (FJ)	-18.1333	178.4167	Telecom Fiji Limited	210.7.7.115	C	Central	success	Pacific/Fiji	
41.253.67.235	190	AS21003 GPTC Autonomous System, Tripoli Libya	Tripoli	Libya	LY	Libyan Telecom and Technology (LY)	32.8802	13.19	GPTC Autonomous System, Tripoli Libya	41.253.67.235	TB	Tripoli	success	Africa/Tripoli	
182.186.179.132	190	AS45595 Pakistan Telecom Company Limited	Faisalabad	Pakistan	PK	Pakistan Telecommuication company limited (PK)	31.4215	73.0843	PTCL	182.186.179.132	PB	Punjab	success	Asia/Karachi	38000
182.186.142.23	190	AS45595 Pakistan Telecom Company Limited	Faisalabad	Pakistan	PK	Pakistan Telecommuication company limited (PK)	31.4215	73.0843	PTCL	182.186.142.23	PB	Punjab	success	Asia/Karachi	38000
88.250.245.20	190	AS9121 Turk Telekom	Istanbul	Turkey	TR	Turk Telekom (TR)	40.9466	29.0535	Turk Telekom	88.250.245.20	34	Istanbul	success	Europe/Istanbul	34899
46.159.114.228	190	AS12389 PJSC Rostelecom	Krasnodar	Russia	RU	Rostelecom (RU)	45.0328	38.9769	OJSC Rostelecom Macroregional Branch South	46.159.114.228	KDA	Krasnodarskiy Kray	success	Europe/Moscow	350000
77.94.111.229	190	AS28812 PJSC Bashinformsvyaz	Sibay	Russia	RU	PJSC Bashinformsvyaz (RU)	52.7181	58.6658	PJSC Bashinformsvyaz	77.94.111.229	BA	Bashkortostan	success	Asia/Yekaterinburg	453837
121.72.53.186	190	AS4768 TelstraClear Ltd	Hamilton	New Zealand	NZ	Vodafone New Zealand Broadband (NZ)	-37.7463	175.2707	Vodafone New Zealand Broadband	121.72.53.186	WKO	Waikato	success	Pacific/Auckland	3210
191.83.124.96	190	AS22927 Telefonica de Argentina	La Plata	Argentina	AR	Telefonica de Argentina (AR)	-34.9314	-57.9489	Telefonica de Argentina	191.83.124.96	B	Buenos Aires	success	America/Argentina/Buenos_Aires	1900
67.141.24.146	190	AS7029 Windstream Communications Inc	Douglas	United States	US	Windstream Communications (US)	31.5501	-82.8442	Windstream Communications	67.141.24.146	GA	Georgia	success	America/New_York	31533
85.105.9.121	190	AS9121 Turk Telekom	Ankara	Turkey	TR	Turk Telekom (TR)	39.9117	32.8403	Turk Telekom	85.105.9.121	06	Ankara	success	Europe/Istanbul	
187.53.156.159	190	AS8167 Brasil Telecom S/A - Filial Distrito Federal	Dourados	Brazil	BR	Oi Internet (BR)	-22.2167	-54.8	Oi Internet	187.53.156.159	MS	Mato Grosso do Sul	success	America/Campo_Grande	
116.108.79.114	190	AS24086 Viettel Corporation	Can Tho	Vietnam	VN	Viettel Corporation (VN)	10.0333	105.7833	Viettel Corporation	116.108.79.114	CT	Thanh Pho Can Tho	success	Asia/Ho_Chi_Minh	
173.220.13.146	189	AS6128 Cablevision Systems Corp.	New Hyde Park	United States	US	Optimum Online (US)	40.7351	-73.6879	Optimum Online	173.220.13.146	NY	New York	success	America/New_York	11040
78.26.172.176	189	AS34187 LLC Renome-Service	Odesa	Ukraine	UA	LLC Renome-Service (UA)	46.4639	30.7386	LLC Renome-Service	78.26.172.176	51	Odessa	success	Europe/Kiev	
78.186.22.41	189	AS9121 Turk Telekom	Afyonkarahisar	Turkey	TR	Turk Telekom (TR)	38.7902	30.5934	Turk Telekom	78.186.22.41	03	Afyonkarahisar	success	Europe/Istanbul	03040
187.163.37.148	189	AS6503 Axtel, S.A.B. de C.V.	San Luis Potosí City	Mexico	MX	Axtel (MX)	22.14	-100.9895	Axtel	187.163.37.148	SLP	San Luis Potosí	success	America/Mexico_City	78280
95.32.223.189	189	AS12389 PJSC Rostelecom	Voronezh	Russia	RU	Rostelecom (RU)	51.672	39.1843	Regional multiservice network access	95.32.223.189	VOR	Voronezhskaya Oblast'	success	Europe/Moscow	394003
201.254.190.98	189	AS22927 Telefonica de Argentina	Buenos Aires	Argentina	AR	Telefonica de Argentina (AR)	-34.6033	-58.3816	Telefonica de Argentina	201.254.190.98	C	Buenos Aires F.D.	success	America/Argentina/Buenos_Aires	34034
182.186.202.165	189	AS45595 Pakistan Telecom Company Limited	Faisalabad	Pakistan	PK	Pakistan Telecommuication company limited (PK)	31.4215	73.0843	PTCL	182.186.202.165	PB	Punjab	success	Asia/Karachi	38000
191.84.136.90	189	AS22927 Telefonica de Argentina	Adrogue	Argentina	AR	Telefonica de Argentina (AR)	-34.8004	-58.3838	Telefonica de Argentina	191.84.136.90	B	Buenos Aires	success	America/Argentina/Buenos_Aires	1846
78.132.254.106	189	AS12389 PJSC Rostelecom	Tambov	Russia	RU	Rostelecom (RU)	52.7317	41.4339	OJSC Rostelecom, Tambov branch	78.132.254.106	TAM	Tambovskaya Oblast'	success	Europe/Moscow	392000
37.54.111.67	189	AS6849 PJSC Ukrtelecom	Vinnytsia	Ukraine	UA	PJSC Ukrtelecom (UA)	49.2328	28.480999999999998	PJSC Ukrtelecom	37.54.111.67	05	Vinnyts'ka Oblast'	success	Europe/Kiev	
175.143.93.139	189	AS4788 TM Net, Internet Service Provider	Ipoh	Malaysia	MY	TM Net (MY)	4.6114	101.1043	TM Net	175.143.93.139	08	Perak	success	Asia/Kuala_Lumpur	31400
14.176.14.53	189	AS45899 VNPT Corp	Hanoi	Vietnam	VN	VDC (VN)	21.0333	105.85	Vietnam Posts and Telecommunications(VNPT)	14.176.14.53	HN	Thanh Pho Ha Noi	success	Asia/Ho_Chi_Minh	
50.160.252.131	189	AS7922 Comcast Cable Communications, LLC	Atlanta	United States	US	Comcast Cable (US)	33.9335	-84.3972	Comcast Cable	50.160.252.131	GA	Georgia	success	America/New_York	30328
99.170.31.57	189	AS7018 AT&T Services, Inc.	Ontario	United States	US	AT&T Internet Services (US)	34.0462	-117.6742	AT&T Internet Services	99.170.31.57	CA	California	success	America/Los_Angeles	91762
78.30.168.25	188	AS8771 YUnet International d.o.o.	Belgrade	Serbia	RS	YUnet International d.o.o. (RS)	44.8186	20.4681	YUnet International d.o.o.	78.30.168.25			success	Europe/Belgrade	
85.105.49.106	188	AS9121 Turk Telekom	Izmir	Turkey	TR	Turk Telekom (TR)	38.4127	27.1384	Turk Telekom	85.105.49.106	35	Izmir	success	Europe/Istanbul	
191.82.212.164	188	AS22927 Telefonica de Argentina	Mendoza	Argentina	AR	Telefonica de Argentina (AR)	-32.7833	-68.669	Telefonica de Argentina	191.82.212.164	M	Mendoza	success	America/Argentina/Mendoza	5533
84.95.49.162	188	AS9116 012 Smile Communications LTD.	Petah Tikva	Israel	IL	012 Smile (IL)	32.0887	34.8568	012 Smile	84.95.49.162		Central District	success	Asia/Jerusalem	
90.150.174.19	188	AS12389 PJSC Rostelecom	Novy Urengoy	Russia	RU	Rostelecom (RU)	66.0833	76.6333	Rostelecom	90.150.174.19	YAN	Yamalo-Nenets	success	Asia/Yekaterinburg	629300
97.86.66.236	188	AS20115 Charter Communications	Kalamazoo	United States	US	Spectrum (US)	42.2694	-85.5602	Spectrum	97.86.66.236	MI	Michigan	success	America/Detroit	49001
84.194.95.125	186	AS6848 Telenet BVBA	Sint-Truiden	Belgium	BE	Telenet BVBA (BE)	50.8	5.2	Telenet N.V.	84.194.95.125	VLG	Flanders	success	Europe/Brussels	3800
95.159.129.89	186	AS8443 PJSC Rostelecom	Yuzhno-Sakhalinsk	Russia	RU	Rostelecom (RU)	46.9522	142.7406	Rostelecom	95.159.129.89	SAK	Sakhalinskaya Oblast'	success	Asia/Sakhalin	693004
220.71.240.180	184	AS4766 Korea Telecom	Gwangju	Republic of Korea	KR	Korea Telecom (KR)	35.1547	126.9156	Korea Telecom	220.71.240.180	29	Gwangju	success	Asia/Seoul	
173.186.68.173	184	AS7029 Windstream Communications Inc	Dalton	United States	US	Windstream Communications (US)	34.7982	-84.9082	Windstream Communications	173.186.68.173	GA	Georgia	success	America/New_York	30721
91.237.12.85	183	AS44728 Telesvit LLC	Melitopol	Ukraine	UA	Telesvit LLC (UA)	46.8489	35.3653	Telesvit LLC	91.237.12.85	23	Zaporizhia	success	Europe/Zaporozhye	
31.23.86.179	182	AS21479 PJSC Rostelecom	Rostov-on-Don	Russia	RU	Rostelecom (RU)	47.2364	39.7139	OJSC Rostelecom Macroregional Branch South	31.23.86.179	ROS	Rostov	success	Europe/Moscow	344000
183.129.160.229	182	AS4134 Chinanet	Hangzhou (Zhong Xin)	China	CN	China Telecom Zhejiang (CN)	30.2591	120.618	China Telecom Zhongxin	183.129.160.229		Zhejiang	success	Asia/Shanghai	
90.145.224.19	181	AS29396 Unet B.V.	Almere Stad (Almere)	Netherlands	NL	Unet B.V. (NL)	52.3467	5.18255	Unet B.V.	90.145.224.19		Flevoland	success	Europe/Amsterdam	
190.67.148.144	181	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	190.67.148.144		Bogota D.C.	success	America/Bogota	
114.30.10.43	181	AS10036 DLIVE	Seoul	Republic of Korea	KR	DLIVE (KR)	37.5111	126.9743	DLIVE	114.30.10.43	11	Seoul	success	Asia/Seoul	
66.208.211.3	180	AS7922 Comcast Cable Communications, LLC	Sacramento	United States	US	Comcast Business (US)	38.5517	-121.4501	Comcast Business	66.208.211.3	CA	California	success	America/Los_Angeles	95817
60.165.142.79	179	AS4134 Chinanet	Lanzhou	China	CN	China Telecom Gansu (CN)	36.0564	103.7922	China Telecom Gansu	60.165.142.79	62	Gansu	success	Asia/Shanghai	
42.49.107.162	178	AS4837 CNCGROUP China169 Backbone	Changsha	China	CN	China Unicom Liaoning (CN)	28.1792	113.1136	China Unicom Liaoning	42.49.107.162	43	Hunan	success	Asia/Shanghai	
122.52.165.11	176	AS9299 Philippine Long Distance Telephone Company	Taguig	Philippines	PH	Philippine Long Distance Telephone (PH)	14.4736	121.0488	Philippine Long Distance Telephone	122.52.165.11	40	Calabarzon	success	Asia/Manila	1631
179.32.121.46	176	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	179.32.121.46		Bogota D.C.	success	America/Bogota	
95.13.29.95	176	AS9121 Turk Telekom	Istanbul	Turkey	TR	Turk Telekom (TR)	41.0214	28.9684	Turk Telekom	95.13.29.95	34	Istanbul	success	Europe/Istanbul	
93.116.26.245	174	AS8926 Moldtelecom SA	Chisinau	Republic of Moldova	MD	Moldtelecom SA (MD)	47.0056	28.8575	JSC Moldtelecom S.A.	93.116.26.245	CU	Chișinău Municipality	success	Europe/Chisinau	
37.221.141.15	174	AS43266 Volia	Lutsk	Ukraine	UA	First Telecommunication Center LLC (UA)	50.7593	25.3424	First Telecommunication Center LLC	37.221.141.15	07	Volyns'ka Oblast'	success	Europe/Kiev	
183.63.154.233	172	AS4134 Chinanet	Guangzhou	China	CN	China Telecom Guangdong (CN)	23.1167	113.25	China Telecom Guangdong	183.63.154.233	44	Guangdong	success	Asia/Shanghai	
46.190.64.61	170	AS25472 Wind Hellas Telecommunications SA	Athens	Greece	GR	Wind Hellas Telecommunications SA (GR)	37.9833	23.7333	Evergy S.A.	46.190.64.61	I	Attica	success	Europe/Athens	
88.249.201.9	170	AS9121 Turk Telekom	Izmir	Turkey	TR	Turk Telekom (TR)	38.4188	27.1287	Turk Telekom	88.249.201.9	35	Izmir	success	Europe/Istanbul	
68.196.49.82	169	AS6128 Cablevision Systems Corp.	New Canaan	United States	US	Optimum Online (US)	41.1625	-73.5021	Optimum Online	68.196.49.82	CT	Connecticut	success	America/New_York	06840
120.26.213.39	168	AS37963 Hangzhou Alibaba Advertising Co.,Ltd.	Hangzhou	China	CN	Hangzhou Alibaba Advertising Co.,Ltd. (CN)	30.2936	120.1614	Hangzhou Alibaba Advertising Co.,Ltd.	120.26.213.39	33	Zhejiang	success	Asia/Shanghai	
193.248.241.19	168	AS3215 Orange	Issy-les-Moulineaux	France	FR	Orange (FR)	48.8311	2.26625	Orange	193.248.241.19	J	Île-de-France	success	Europe/Paris	
121.159.51.187	167	AS4766 Korea Telecom	Daejeon	Republic of Korea	KR	Korea Telecom (KR)	36.3214	127.4197	Korea Telecom	121.159.51.187	30	Daejeon	success	Asia/Seoul	
177.246.111.80	167	AS13999 Mega Cable, S.A. de C.V.	Culiacán	Mexico	MX	Mega Cable, S.A. de C.V. (MX)	24.61	-107.3892	Mega Cable, S.A. de C.V.	177.246.111.80	SIN	Sinaloa	success	America/Mazatlan	80000
221.149.10.30	166	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	221.149.10.30	11	Seoul	success	Asia/Seoul	
201.160.207.165	166	AS28554 Cablemas Telecomunicaciones SA de CV	Tijuana	Mexico	MX	Cablemas Telecomunicaciones SA de CV (MX)	32.5333	-117.0167	Cablemas Telecomunicaciones SA de CV	201.160.207.165	BCN	Estado de Baja California	success	America/Tijuana	22703
183.102.69.63	165	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	183.102.69.63	11	Seoul	success	Asia/Seoul	
14.183.90.230	165	AS45899 VNPT Corp	Ho Chi Minh City	Vietnam	VN	VDC (VN)	10.8142	106.6438	Vietnam Posts and Telecommunications(VNPT)	14.183.90.230	SG	Ho Chi Minh City	success	Asia/Ho_Chi_Minh	
118.39.140.69	163	AS4766 Korea Telecom	Jangseong	Republic of Korea	KR	Korea Telecom (KR)	37.2778	127.4036	Korea Telecom	118.39.140.69	41	Gyeonggi-do	success	Asia/Seoul	
88.252.195.98	163	AS9121 Turk Telekom	Kayseri	Turkey	TR	Turk Telekom (TR)	38.7322	35.4853	Turk Telekom	88.252.195.98	38	Kayseri	success	Europe/Istanbul	
186.119.162.109	163	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	186.119.162.109		Bogota D.C.	success	America/Bogota	
120.209.195.103	162	AS9808 Guangdong Mobile Communication Co.Ltd.	Hefei	China	CN	China Mobile Guangdong (CN)	31.8639	117.2808	China Mobile Guangdong	120.209.195.103	34	Anhui	success	Asia/Shanghai	
171.34.70.133	162	AS4837 CNCGROUP China169 Backbone	Nanchang	China	CN	China Unicom Liaoning (CN)	28.55	115.9333	China Unicom Liaoning	171.34.70.133	36	Jiangxi	success	Asia/Shanghai	
106.1.112.136	161	AS9924 Taiwan Fixed Network, Telco and Network Service Provider.	Pingtung City	Taiwan	TW	kbro CO. (TW)	22.6725	120.4883	kbro CO.	106.1.112.136	PIF	Pingtung	success	Asia/Taipei	
83.0.166.50	161	AS5617 Orange Polska Spolka Akcyjna	Olsztyn	Poland	PL	Orange Polska (PL)	53.7799	20.4942	Orange Polska	83.0.166.50	WN	Warmia-Masuria	success	Europe/Warsaw	10-001
24.129.146.2	160	AS33363 BRIGHT HOUSE NETWORKS, LLC	Birmingham	United States	US	Time Warner Cable (US)	33.5225	-86.7683	Time Warner Cable	24.129.146.2	AL	Alabama	success	America/Chicago	35222
60.249.115.21	158	AS3462 Data Communication Business Group	Taichung	Taiwan	TW	HiNet (TW)	24.1433	120.6814	HiNet	60.249.115.21	TXG	Taichung City	success	Asia/Taipei	
178.83.165.54	158	AS6830 Liberty Global Operations B.V.	Horw	Switzerland	CH	UPC Schweiz GmbH (CH)	47.0135	8.3131	Cablecom GmbH	178.83.165.54	LU	Lucerne	success	Europe/Zurich	6048
37.97.185.92	156	AS20857 Transip B.V.	Leiden	Netherlands	NL	Transip B.V. (NL)	52.1675	4.4859	Transip B.V.	37.97.185.92	ZH	South Holland	success	Europe/Amsterdam	
211.138.219.67	156	AS9808 Guangdong Mobile Communication Co.Ltd.	Ganzhou	China	CN	China Mobile Guangdong (CN)	25.85	114.9333	China Mobile Guangdong	211.138.219.67	36	Jiangxi	success	Asia/Shanghai	
221.210.129.135	155	AS4837 CNCGROUP China169 Backbone	Harbin	China	CN	China Unicom Heilongjiang (CN)	45.75	126.65	China Unicom Liaoning	221.210.129.135	23	Heilongjiang	success	Asia/Shanghai	
190.29.116.235	154	AS13489 EPM Telecomunicaciones S.A. E.S.P.	Medellín	Colombia	CO	UNE (CO)	6.2518	-75.5636	UNE	190.29.116.235	ANT	Antioquia	success	America/Bogota	
88.250.129.58	154	AS9121 Turk Telekom	Istanbul	Turkey	TR	Turk Telekom (TR)	41.0941	28.9757	Turk Telekom	88.250.129.58	34	Istanbul	success	Europe/Istanbul	34415
42.49.107.160	154	AS4837 CNCGROUP China169 Backbone	Changsha	China	CN	China Unicom Liaoning (CN)	28.1792	113.1136	China Unicom Liaoning	42.49.107.160	43	Hunan	success	Asia/Shanghai	
42.49.107.161	154	AS4837 CNCGROUP China169 Backbone	Changsha	China	CN	China Unicom Liaoning (CN)	28.1792	113.1136	China Unicom Liaoning	42.49.107.161	43	Hunan	success	Asia/Shanghai	
